title,artist,bpm,energy,danceability,loudness,valence,acousticness,speechiness,instrumentalness
Livin' It Up,Ja Rule,106.027,0.774,0.875,-4.087,0.606,0.0547,0.309,0.0
Rollout (My Business),Ludacris,131.059,0.668,0.921,-8.73,0.892,0.0949,0.235,0.0
Here Is Gone,Goo Goo Dolls,102.192,0.685,0.338,-5.178,0.221,0.00052,0.0322,0.000512
No More Drama,Mary J. Blige,97.914,0.837,0.653,-6.818,0.64,0.534,0.124,7.12e-05
Days Go By,Dirty Vegas,126.99,0.853,0.786,-8.274000000000001,0.309,0.0499,0.0688,0.0872
Baby,Ashanti,94.998,0.797,0.71,-3.006,0.849,0.408,0.0582,0.0
The Good Stuff,Kenny Chesney,143.78,0.62,0.612,-9.785,0.502,0.255,0.0645,0.0
We Thuggin',Fat Joe,99.107,0.649,0.896,-3.792,0.8220000000000001,0.177,0.208,0.0
Good Morning Beautiful,Steve Holy,70.984,0.5,0.5650000000000001,-8.822,0.242,0.452,0.031,0.0
Rock the Boat,Aaliyah,92.99,0.725,0.637,-5.073,0.415,0.0702,0.0333,0.00438
Drive (For Daddy Gene),Alan Jackson,125.179,0.579,0.713,-8.066,0.511,0.338,0.0413,0.0
Standing Still,Jewel,123.898,0.681,0.614,-6.616,0.341,0.152,0.0337,7.32e-06
Full Moon,Brandy,105.994,0.656,0.6920000000000001,-4.8100000000000005,0.629,0.358,0.151,0.0029
Uh Huh,B2K,99.699,0.681,0.855,-4.955,0.908,0.0881,0.0688,3.7e-06
A New Day Has Come,Celine Dion,101.991,0.64,0.6910000000000001,-5.087,0.452,0.0247,0.0384,5.24e-06
Turn Off the Light,Nelly Furtado,180.215,0.687,0.589,-6.222,0.649,0.0778,0.097,0.000289
Living and Living Well,George Strait,120.787,0.683,0.602,-6.82,0.522,0.347,0.0304,0.00338
My List,Toby Keith,87.068,0.737,0.629,-4.309,0.341,0.332,0.0323,0.0
Hands Clean,Alanis Morissette,99.952,0.8200000000000001,0.513,-5.428,0.52,0.00192,0.0299,2.83e-06
Sk8er Boi,Avril Lavigne,149.937,0.9,0.487,-4.417,0.484,6.79e-05,0.0482,0.0
Where Were You (When the World Stopped Turning),Alan Jackson,115.355,0.388,0.642,-9.194,0.186,0.473,0.0322,0.0
Like I Love You,Justin Timberlake,114.964,0.811,0.853,-4.927,0.9,0.0439,0.0646,0.000307
I Do!!,Toya,156.264,0.583,0.781,-7.83,0.91,0.0859,0.0628,0.00216
In da Club,50 Cent,90.059,0.72,0.902,-2.776,0.805,0.26,0.347,0.0
Ignition,R. Kelly,133.024,0.523,0.795,-7.165,0.855,0.061,0.0423,0.0
Get Busy,Sean Paul,100.216,0.8240000000000001,0.741,-4.143,0.725,0.614,0.0352,0.0
Crazy in Love,Beyoncé,99.165,0.77,0.646,-6.596,0.681,0.00249,0.226,0.0
When I'm Gone,3 Doors Down,148.095,0.768,0.53,-5.611,0.374,0.00385,0.0284,0.0
Unwell,Matchbox Twenty,80.718,0.788,0.256,-5.263,0.429,0.0298,0.0403,0.0
Right Thurr,Chingy,92.074,0.749,0.866,-3.977,0.891,0.15,0.253,0.0
Miss You,Aaliyah,109.888,0.338,0.678,-9.899,0.502,0.655,0.0319,0.0
Picture,Kid Rock,97.945,0.496,0.6920000000000001,-7.332,0.376,0.172,0.0241,6.42e-06
Bring Me to Life,Evanescence,94.612,0.943,0.331,-3.188,0.296,0.00721,0.0698,2.06e-06
Get Low,Lil Jon & The East Side Boyz,101.019,0.625,0.521,-7.47,0.136,0.0301,0.067,0.0
Get Low,Ying Yang Twins,101.998,0.6900000000000001,0.734,-8.23,0.668,0.0002,0.0351,1.16e-05
Baby Boy,Beyoncé,91.025,0.488,0.655,-9.17,0.791,0.0825,0.22,1.16e-06
Baby Boy,Sean Paul,91.147,0.621,0.677,-5.725,0.8180000000000001,0.0667,0.23,2.46e-06
Shake Ya Tailfeather,Nelly,87.025,0.808,0.527,-4.749,0.907,0.176,0.295,0.0
Shake Ya Tailfeather,P. Diddy,87.642,0.716,0.579,-10.267,0.715,0.295,0.35,0.0
Shake Ya Tailfeather,Murphy Lee,87.665,0.733,0.715,-7.068,0.897,0.134,0.262,0.0
21 Questions,50 Cent,90.012,0.807,0.5760000000000001,-3.908,0.908,0.353,0.317,0.000363
21 Questions,Nate Dogg,90.929,0.775,0.561,-6.22,0.85,0.349,0.322,0.000303
All I Have,Jennifer Lopez,83.074,0.668,0.6990000000000001,-5.305,0.472,0.265,0.106,0.0
All I Have,LL Cool J,83.087,0.655,0.707,-5.704,0.415,0.264,0.103,0.0
Beautiful,Christina Aguilera,76.19,0.5730000000000001,0.456,-3.866,0.0992,0.578,0.0275,3.05e-06
I Know What You Want,Busta Rhymes,85.996,0.759,0.648,-4.315,0.518,0.0142,0.306,0.0
I'm with You,Avril Lavigne,91.057,0.667,0.467,-4.386,0.399,0.007,0.0315,0.0
Drift Away,Uncle Kracker,151.956,0.66,0.583,-5.078,0.861,0.181,0.0377,0.0
Drift Away,Dobie Gray,76.228,0.443,0.521,-8.188,0.596,0.308,0.0395,0.0
Magic Stick,Lil' Kim,92.982,0.499,0.849,-7.872,0.504,0.117,0.271,4.97e-05
P.I.M.P.,50 Cent,78.693,0.758,0.7000000000000001,-3.012,0.889,0.0444,0.342,1.3e-05
"Bump, Bump, Bump",B2K,95.507,0.685,0.834,-5.862,0.877,0.0998,0.225,0.0
"Bump, Bump, Bump",P. Diddy,95.627,0.369,0.893,-7.128,0.926,0.029,0.0507,0.00058
Into You,Fabolous,182.12,0.538,0.546,-7.886,0.58,0.233,0.0523,0.0
Into You,Tamia,184.374,0.479,0.656,-7.055,0.708,0.0665,0.0348,0.00272
Can't Let You Go,Fabolous,192.145,0.6930000000000001,0.554,-6.049,0.752,0.201,0.485,0.0
Mesmerize,Ja Rule,90.1,0.648,0.764,-6.639,0.391,0.0563,0.206,0.0
Where Is the Love?,Black Eyed Peas,94.086,0.6990000000000001,0.834,-3.222,0.809,0.111,0.178,0.0
The Game of Love,Santana,119.818,0.929,0.59,-3.236,0.674,0.0714,0.0478,0.000153
The Game of Love,Michelle Branch,119.824,0.614,0.628,-10.19,0.752,0.0211,0.0287,0.037
Lose Yourself,Eminem,171.374,0.744,0.6920000000000001,-4.565,0.0612,0.00868,0.257,0.000423
Rock wit U (Awww Baby),Ashanti,94.998,0.797,0.71,-3.006,0.849,0.408,0.0582,0.0
Cry Me a River,Justin Timberlake,73.898,0.654,0.624,-6.582,0.5640000000000001,0.577,0.183,0.0
How You Gonna Act Like That,Tyrese,112.913,0.521,0.733,-3.657,0.525,0.107,0.0457,0.0
Rock Your Body,Justin Timberlake,100.972,0.714,0.892,-6.055,0.8170000000000001,0.201,0.141,0.000234
No Letting Go,Wayne Wonder,100.215,0.8190000000000001,0.496,-5.656,0.317,0.0479,0.0444,0.000215
Frontin',Pharrell,102.009,0.404,0.894,-5.913,0.759,0.453,0.13,1.57e-06
Landslide,Dixie Chicks,146.007,0.522,0.604,-9.612,0.337,0.298,0.0271,0.0533
Work It,Missy Elliott,101.868,0.677,0.884,-5.603,0.584,0.0778,0.283,0.0
'03 Bonnie & Clyde,Jay-Z,89.64,0.678,0.759,-5.148,0.327,0.23,0.314,0.0
So Gone,Monica,81.975,0.552,0.618,-6.863,0.586,0.176,0.0981,0.0
Air Force Ones,Nelly,164.062,0.459,0.784,-9.74,0.618,0.0847,0.317,0.0
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,199.958,0.657,0.811,-6.197,0.777,0.0391,0.362,0.712
Beautiful,Snoop Dogg,101.007,0.6950000000000001,0.907,-6.268,0.961,0.246,0.135,0.0
Beautiful,Pharrell,82.427,0.475,0.235,-6.183,0.144,0.681,0.0291,0.0
Gossip Folks,Missy Elliott,121.732,0.538,0.707,-5.264,0.439,0.362,0.505,0.0
Miss Independent,Kelly Clarkson,175.973,0.623,0.655,-6.302,0.615,0.0861,0.116,0.000346
Calling All Angels,Train,166.166,0.839,0.454,-5.368,0.529,0.0746,0.0441,0.0
Damn!,YoungBloodZ,84.038,0.724,0.772,-5.799,0.518,0.0149,0.307,0.0
Damn!,Lil Jon,141.98,0.513,0.626,-8.731,0.426,0.0533,0.448,0.0
This Is the Night,Clay Aiken,99.037,0.56,0.528,-8.296,0.372,0.151,0.0268,1.28e-06
Your Body Is a Wonderland,John Mayer,94.01,0.729,0.647,-6.251,0.687,0.0206,0.0236,0.0489
Headstrong,Trapt,184.981,0.896,0.492,-5.819,0.534,0.0001719999999999,0.117,2.78e-06
In Those Jeans,Ginuwine,127.683,0.541,0.6910000000000001,-5.873,0.319,0.508,0.0776,0.0
Stand Up,Ludacris,99.057,0.84,0.751,-4.855,0.801,0.367,0.349,0.0
The Remedy (I Won't Worry),Jason Mraz,94.52,0.867,0.589,-4.523,0.795,0.041,0.0385,0.0
Why Don't You & I,Santana,168.062,0.894,0.495,-4.89,0.777,0.136,0.102,0.0
Excuse Me Miss,Jay-Z,92.849,0.862,0.714,-5.531,0.887,0.0305,0.286,0.0
Jenny from the Block,Jennifer Lopez,99.987,0.762,0.84,-5.454,0.946,0.00736,0.226,3.77e-06
Jenny from the Block,Jadakiss,99.992,0.714,0.8230000000000001,-9.926,0.891,0.00432,0.103,0.21
Jenny from the Block,Styles P,99.992,0.714,0.8230000000000001,-9.926,0.891,0.00432,0.103,0.21
Are You Happy Now?,Michelle Branch,179.566,0.8270000000000001,0.484,-5.324,0.717,0.0039,0.046,0.00143
Forever and for Always,Shania Twain,85.984,0.722,0.469,-4.806,0.529,0.232,0.0326,0.0
I Can,Nas,95.313,0.885,0.837,-3.914,0.6940000000000001,0.103,0.182,0.0
Underneath It All,No Doubt,138.204,0.731,0.729,-4.823,0.838,0.235,0.0682,1.35e-06
Underneath It All,Lady Saw,138.044,0.719,0.776,-8.641,0.966,0.0454,0.0373,0.48
If You're Not the One,Daniel Bedingfield,120.023,0.537,0.687,-7.639,0.264,0.561,0.0305,0.0
Thoia Thoing,R. Kelly,85.565,0.642,0.582,-4.925,0.936,0.274,0.307,2.98e-05
Here Without You,3 Doors Down,143.994,0.533,0.557,-6.817,0.233,0.0492,0.0252,0.0
Wanksta,50 Cent,81.033,0.867,0.806,-3.5380000000000003,0.904,0.02,0.157,0.0
My Love Is Like...Wo,Mýa,132.868,0.678,0.835,-6.458,0.708,0.227,0.124,6.44e-06
It's Five O'Clock Somewhere,Alan Jackson,125.202,0.772,0.713,-6.69,0.88,0.208,0.0372,0.0
It's Five O'Clock Somewhere,Jimmy Buffett,127.751,0.711,0.615,-10.398,0.857,0.5710000000000001,0.0458,0.00389
Like Glue,Sean Paul,97.917,0.78,0.757,-5.038,0.589,0.0811,0.319,0.0
My Front Porch Looking In,Lonestar,102.703,0.811,0.529,-5.62,0.454,0.0317,0.0511,0.0
Angel,Amanda Perez,143.735,0.496,0.631,-8.279,0.365,0.428,0.0598,1.01e-06
She Hates Me,Puddle of Mudd,109.781,0.748,0.58,-5.433,0.584,0.00935,0.0323,0.0
Don't Wanna Try,Frankie J,130.127,0.433,0.655,-7.577,0.199,0.444,0.0348,0.0
The Jump Off,Lil' Kim,104.907,0.736,0.837,-8.367,0.905,0.225,0.378,0.0
Intuition,Jewel,100.03,0.798,0.718,-4.309,0.8140000000000001,0.00447,0.0586,0.00632
Hell Yeah,Ginuwine,87.98,0.714,0.631,-7.259,0.653,0.0272,0.355,0.0
Hell Yeah,Baby,140.878,0.548,0.741,-10.706,0.257,0.00012,0.157,0.00363
Beer for My Horses,Toby Keith,119.005,0.85,0.717,-5.329,0.805,0.368,0.0473,0.0
Holidae In,Chingy,153.067,0.791,0.81,-5.909,0.948,0.0893,0.181,0.0
Suga Suga,Baby Bash,82.331,0.748,0.662,-3.041,0.535,0.6880000000000001,0.268,8.43e-06
Suga Suga,Frankie J,128.622,0.522,0.684,-10.726,0.809,0.276,0.0479,0.0
Love of My Life (An Ode to Hip-Hop),Erykah Badu,87.412,0.413,0.618,-9.311,0.462,0.134,0.398,0.000338
Fighter,Christina Aguilera,188.899,0.92,0.435,-1.357,0.45,0.235,0.201,0.0003529999999999
Thugz Mansion,2Pac,87.908,0.639,0.7030000000000001,-6.183,0.893,0.299,0.281,0.0
Clocks,Coldplay,130.97,0.749,0.577,-7.215,0.255,0.599,0.0279,0.0115
Rain on Me,Ashanti,83.701,0.6990000000000001,0.606,-3.103,0.509,0.343,0.0337,1.89e-06
19 Somethin',Mark Wills,89.938,0.8160000000000001,0.58,-5.165,0.8140000000000001,0.132,0.0726,0.0
Red Dirt Road,Brooks & Dunn,128.334,0.44,0.595,-7.795,0.336,0.629,0.0309,4.71e-06
What Was I Thinkin',Dierks Bentley,164.857,0.8250000000000001,0.551,-6.24,0.933,0.152,0.044,6.2e-06
Flying Without Wings,Ruben Studdard,146.049,0.493,0.498,-7.748,0.222,0.75,0.0369,0.0
Sing for the Moment,Eminem,163.961,0.8240000000000001,0.668,-4.164,0.185,0.0017,0.137,3.05e-06
Have You Forgotten?,Darryl Worley,160.196,0.625,0.478,-5.975,0.343,0.0515,0.0341,0.0
"No Shoes, No Shirt, No Problems",Kenny Chesney,117.925,0.546,0.719,-10.239,0.669,0.243,0.032,0.00844
Come Over,Aaliyah,109.15,0.458,0.759,-7.894,0.641,0.559,0.0754,0.000108
Sick of Being Lonely,Field Mob,173.837,0.921,0.6920000000000001,-4.853,0.856,0.0016,0.105,2.05e-05
Step in the Name of Love,R. Kelly,94.985,0.53,0.775,-6.564,0.775,0.2,0.119,0.0
I Want You,Thalía,91.915,0.773,0.803,-3.628,0.708,0.0107,0.121,0.0
Like a Stone,Audioslave,107.849,0.5680000000000001,0.614,-5.477,0.516,0.00797,0.0276,0.0
Superman,Eminem,130.027,0.755,0.802,-3.138,0.58,0.0215,0.0564,0.0
Real Good Man,Tim McGraw,89.93,0.8270000000000001,0.56,-5.393,0.639,0.00986,0.0266,1.13e-05
Say Yes,Floetry,117.901,0.398,0.747,-12.932,0.428,0.211,0.0743,1.42e-06
Yeah!,Usher,105.018,0.791,0.894,-4.699,0.583,0.0183,0.112,0.0
Yeah!,Lil Jon,123.951,0.843,0.768,-4.549,0.763,0.203,0.0433,0.0
Burn,Usher,119.928,0.477,0.796,-7.161,0.685,0.314,0.108,0.0
If I Ain't Got You,Alicia Keys,118.402,0.444,0.609,-9.129,0.166,0.603,0.106,6.86e-06
This Love,Maroon 5,95.051,0.862,0.712,-4.612,0.809,0.0525,0.0378,0.0
The Way You Move,OutKast,125.999,0.597,0.871,-4.932,0.635,0.126,0.0464,0.000113
The Reason,Hoobastank,82.952,0.671,0.472,-4.649,0.0681,0.0129,0.029,0.0
I Don't Wanna Know,Mario Winans,97.01,0.44,0.833,-8.173,0.424,0.123,0.0497,4.38e-05
I Don't Wanna Know,P. Diddy,193.971,0.284,0.73,-11.288,0.484,0.0268,0.166,0.501
Hey Ya!,OutKast,79.526,0.974,0.727,-2.261,0.965,0.103,0.0664,0.000532
Goodies,Ciara,102.017,0.647,0.8260000000000001,-6.306,0.872,0.0277,0.0491,1.52e-06
Lean Back,Terror Squad,95.321,0.916,0.783,-3.344,0.6950000000000001,0.11,0.415,0.0
Lean Back,Fat Joe,126.961,0.754,0.611,-5.035,0.5650000000000001,0.116,0.366,0.0
Tipsy,J-Kwon,93.02,0.744,0.925,-5.79,0.656,0.0644,0.367,0.0
Confessions Part II,Usher,138.007,0.467,0.845,-7.674,0.7020000000000001,0.0586,0.138,0.0
Slow Motion,Juvenile,172.872,0.734,0.713,-4.894,0.89,0.548,0.325,0.0
Slow Motion,Soulja Slim,173.054,0.749,0.718,-4.964,0.906,0.521,0.306,0.0
Freek-a-Leek,Petey Pablo,104.999,0.6910000000000001,0.756,-3.718,0.632,0.0744,0.178,0.0
Here Without You,3 Doors Down,143.994,0.533,0.557,-6.817,0.233,0.0492,0.0252,0.0
Slow Jamz,Twista,145.115,0.733,0.559,-5.659,0.611,0.314,0.171,0.0
Someday,Nickelback,163.118,0.858,0.455,-5.659,0.597,0.000616,0.0391,0.000247
Naughty Girl,Beyoncé,200.053,0.461,0.588,-8.686,0.659,0.237,0.161,1.5399999999999998e-05
My Immortal,Evanescence,79.012,0.265,0.19,-9.206,0.101,0.863,0.0356,0.0
Sunshine,Lil' Flip,93.961,0.387,0.8140000000000001,-9.867,0.792,0.0248,0.0946,0.0
Dirt Off Your Shoulder,Jay-Z,163.969,0.657,0.78,-7.149,0.648,0.0321,0.317,2.56e-06
Move Ya Body,Nina Sky,121.057,0.712,0.87,-6.313,0.877,0.0202,0.0432,0.0003309999999999
Dip It Low,Christina Milian,169.116,0.718,0.754,-4.209,0.5760000000000001,0.0122,0.111,0.000111
My Boo,Usher,86.412,0.507,0.662,-8.238,0.676,0.257,0.118,0.0
One Call Away,Chingy,162.519,0.8210000000000001,0.765,-5.926,0.962,0.0918,0.183,0.0
"Me, Myself and I",Beyoncé,83.61,0.458,0.75,-9.092,0.536,0.226,0.0803,3.25e-05
Turn Me On,Kevin Lyttle,106.279,0.682,0.677,-6.879,0.875,0.0405,0.0361,0.0
The First Cut Is the Deepest,Sheryl Crow,159.817,0.749,0.501,-4.537,0.673,0.0176,0.0279,0.0
You Don't Know My Name,Alicia Keys,167.078,0.663,0.264,-8.264,0.249,0.59,0.187,0.00443
My Place,Nelly,163.153,0.641,0.6000000000000001,-4.237,0.642,0.0498,0.0423,1.49e-06
Overnight Celebrity,Twista,134.199,0.792,0.8280000000000001,-5.435,0.777,0.182,0.179,0.0
Hotel,Cassidy,91.259,0.659,0.68,-6.855,0.411,0.118,0.211,0.0
Hotel,R. Kelly,91.148,0.522,0.869,-9.845,0.492,0.0361,0.266,0.00711
Numb,Linkin Park,110.018,0.863,0.496,-4.153,0.243,0.0046,0.0381,0.0
Diary,Alicia Keys,127.932,0.465,0.663,-9.711,0.279,0.555,0.0317,0.00183
She Will Be Loved,Maroon 5,102.0,0.663,0.651,-5.569,0.465,0.228,0.0281,0.0
White Flag,Dido,170.111,0.538,0.509,-6.835,0.284,0.306,0.0379,5.03e-06
Heaven,Los Lonely Boys,91.894,0.8160000000000001,0.653,-6.373,0.802,0.376,0.0638,1.61e-06
Pieces of Me,Ashlee Simpson,87.183,0.807,0.532,-4.301,0.759,0.0584,0.057,0.0
Leave (Get Out),JoJo,87.098,0.73,0.491,-4.399,0.461,0.039,0.0432,0.0
Milkshake,Kelis,112.997,0.77,0.891,-6.124,0.8190000000000001,0.00862,0.0439,0.0315
Splash Waterfalls,Ludacris,145.894,0.846,0.734,-6.102,0.7020000000000001,0.101,0.409,0.0
Jesus Walks,Kanye West,87.312,0.834,0.637,-4.686,0.715,0.614,0.323,0.0
Locked Up,Akon,89.958,0.5680000000000001,0.833,-4.312,0.369,0.0262,0.0847,0.0
Stand Up,Ludacris,99.057,0.84,0.751,-4.855,0.801,0.367,0.349,0.0
Suga Suga,Baby Bash,82.331,0.748,0.662,-3.041,0.535,0.6880000000000001,0.268,8.43e-06
Suga Suga,Frankie J,128.622,0.522,0.684,-10.726,0.809,0.276,0.0479,0.0
All Falls Down,Kanye West,91.03,0.734,0.657,-4.832,0.434,0.149,0.484,0.0
Toxic,Britney Spears,143.04,0.838,0.774,-3.914,0.924,0.0249,0.114,0.025
Salt Shaker,Ying Yang Twins,101.965,0.6970000000000001,0.884,-6.022,0.322,0.0509,0.128,0.0
With You,Jessica Simpson,94.487,0.756,0.553,-4.583,0.605,0.0923,0.108,0.0
Meant to Live,Switchfoot,151.551,0.903,0.397,-4.577,0.556,0.00575,0.0457,1.6e-06
I Like That,Houston,106.997,0.502,0.797,-3.925,0.385,0.0154,0.0968,0.0
I Like That,Nate Dogg,107.003,0.445,0.751,-7.279,0.433,0.0508,0.149,0.0
I Like That,I-20,103.008,0.623,0.677,-11.675,0.287,0.02,0.039,0.746
Sorry 2004,Ruben Studdard,129.964,0.472,0.721,-7.574,0.462,0.076,0.0619,0.0
My Happy Ending,Avril Lavigne,170.229,0.936,0.414,-2.407,0.74,0.00136,0.0758,0.0
On Fire,Lloyd Banks,94.857,0.8250000000000001,0.759,-4.289,0.429,0.0923,0.22,0.00057
Roses,OutKast,108.97,0.708,0.751,-5.6530000000000005,0.509,0.0482,0.0545,1.85e-05
Walked Outta Heaven,Jagged Edge,120.129,0.616,0.67,-6.123,0.523,0.5730000000000001,0.225,0.0
My Band,D12,120.014,0.849,0.851,-3.383,0.844,0.497,0.0828,2.05e-06
I'm Still in Love with You,Sean Paul,86.998,0.669,0.762,-5.385,0.765,0.0957,0.169,0.0
Through the Wire,Kanye West,83.089,0.739,0.5710000000000001,-6.11,0.66,0.00865,0.247,5.21e-06
Why?,Jadakiss,168.417,0.938,0.602,-3.378,0.562,0.0164,0.238,0.0
Why?,Anthony Hamilton,88.32,0.5750000000000001,0.664,-6.924,0.711,0.484,0.172,1.75e-05
Fuck It (I Don't Want You Back),Eamon,68.507,0.653,0.8280000000000001,-6.245,0.5750000000000001,0.214,0.0653,3.25e-06
Read Your Mind,Avant,73.108,0.381,0.755,-6.696,0.6950000000000001,0.291,0.0711,5.13e-06
Game Over (Flip),Lil' Flip,160.039,0.577,0.8300000000000001,-8.694,0.665,0.00291,0.405,1.24e-06
One Thing,Finger Eleven,151.991,0.555,0.588,-9.401,0.445,0.447,0.0334,0.0
Headsprung,LL Cool J,99.916,0.786,0.718,-5.76,0.465,0.0114,0.0284,2.5e-05
Damn!,YoungBloodZ,84.038,0.724,0.772,-5.799,0.518,0.0149,0.307,0.0
Damn!,Lil Jon,141.98,0.513,0.626,-8.731,0.426,0.0533,0.448,0.0
Baby Boy,Beyoncé,91.025,0.488,0.655,-9.17,0.791,0.0825,0.22,1.16e-06
Baby Boy,Sean Paul,91.147,0.621,0.677,-5.725,0.8180000000000001,0.0667,0.23,2.46e-06
Get Low,Lil Jon & the East Side Boyz,101.019,0.625,0.521,-7.47,0.136,0.0301,0.067,0.0
Dirty Little Secret,The All-American Rejects,143.85,0.954,0.465,-4.251,0.458,0.000346,0.044,5.38e-06
Whistle,Flo Rida,103.976,0.937,0.747,-5.746,0.739,0.0208,0.0453,0.0
Levitating,Dua Lipa,102.977,0.8250000000000001,0.7020000000000001,-3.787,0.915,0.00883,0.0601,0.0
